## برنامج الرياضيات - المستوى الأول - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
| ح ٣٠٩ | كيمياء الأنسجة | ح ١٠١ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ع ب ٣٠٦ | الموارد الطبيعية ومصادر الطاقة | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ح ٣١٠ | تحنيط و تجهيز عينات متحفية | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| **المجموع** | | | **٥** | **١** | | | | **١٧** | | | | | **٦٠٠** | |
| **مجموع الفصلين** | | | **١٠** | **٢** | | | | **٣٣** | | | | | **١٢٠٠** | |

---

## برنامج الحيوان - المستوى الرابع - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ح ٤٠٢ | أجنة تجريبي | ح ٢٠٤ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح ٤٠٣ | علم وظائف الأعضاء (٢) | ح ٢٠٥ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح ٤٠٤ | بيولوجيا الخلية والوراثة | ح ١٠١ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح ٤٠٥ | حشرات إقتصادية | ح ٣٠٦ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ع ب ٤٠٢ | التلوث البيئي والتحاليل البيولوجية | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ح ٤٧٥ | بيولوجيا الخلايا الجذعية | ك ١٠١ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ح ٤٠٦ | علاقات بيولوجية وسلوك حيوان | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ح ٤٠٧ | علم السموم | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| **المجموع** | | | **٦** | **١** | | | | **١٩** | | | | | **٧٠٠** | |

---

## برنامج الحيوان - المستوى الرابع - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ح ٤٠٠ | مشروع بحث ومقال | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | ٢٠ | ٢٠ | ٦٠ | ١٠٠ | |
| ح ٤٠٨ | مناعة وبيولوجيا جزيئية | ح ١٠١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ح ٤٠٩ | أجنة خاص | ح ٢٠٤ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح ٤١٠ | تشريح مقارن وتطور | ح ٢٠٣ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح ٤١١ | علم وظائف الأعضاء (٣) | ح ٢٠٥ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح ٤١٢ | أساسيات الهندسة الوراثية | -- | -- | ١ | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | اختيار مقرر واحد |
| ح ٤١٣ | بيولوجيا أسماك واستزراع سمكى | -- | -- | ١ | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | اختيار مقرر واحد |
| **المجموع** | | | **٥** | **١** | | | | **١٦** | | | | | **٦٠٠** | |
| **مجموع الفصلين** | | | **١١** | **٢** | | | | **٣٥** | | | | | **١٣٠٠** | |

---

## برنامج الكيمياء والحيوان - المستوى الأول - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ر ١١١ | تفاضل و تكامل (١) | -- | ١ | -- | ٢ | -- | ٢ | ٣ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ف١٠١ | خواص الماده والحرارة | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ١٠١ | كيمياء عامة (١) | -- | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح١٠١ | مقدمة في علم الخلية والأنسجة والوراثة | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن١٠١ | مورفولوجيا وتشريح النبات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ١٠١ع | حقوق الإنسان ومكافحة الفساد | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | -- | -- | ١٠٠ | -- | متطلبات جامعة |
| **المجموع** | | | **٦** | | | | | **١٧** | | | | | **٥٠٠** | |

---

## برنامج الكيمياء والحيوان - المستوى الأول - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ر ١١٢ | جبر و هندسة | -- | ١ | -- | ٢ | -- | ٢ | ٣ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ف١٠٢ | كهربية و مغناطيسية و ضوء | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ١٠٢ | كيمياء عامة (٢) | -- | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح١٠٢ | أسس تقسيم المملكة الحيوانية | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ن١٠٢ | تنوع أحيائي وفسيولوجيا النبات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ١٠٢ع | مقدمة في علم الحاسب | -- | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | متطلبات جامعة |
| **المجموع** | | | **٦** | **--** | | | | **١٧** | | | | | **٦٠٠** | |
| **مجموع الفصلين** | | | **١٢** | | | | | **٣٤** | | | | | **١١٠٠** | |

---

## برنامج الكيمياء والحيوان - المستوى الثاني - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ح٢٠١ | مقدمة في علم الحشرات | -- | ١ | -- | ١ | ٢ | ١ | ٢ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح٢٠٢ | لا فقاريات سيلومية | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح٢٠٣ | حبليات و فقاريات | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٢٢١ | كيمياء العناصر الممثلة | ك ١٠١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ٢٣٤ | أسس الكيمياء العضوية (٢) | ك ١٠١ | ١ | -- | ٣ | -- | -- | ٣ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ف٢٢١ | ضوء فيزيائي | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ف ح٢١١ | مقدمه في الفيزياء الحيوية | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ٢٠١ع | مصطلحات علمية باللغة الإنجليزية | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | -- | ٩٠ | ١٠٠ | متطلب جامعة |
| **المجموع** | | | **٦** | **١** | | | | **١٧** | | | | | **٧٠٠** | |

---

## برنامج الكيمياء والحيوان - المستوى الثاني - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ح٢٠٤ | مقدمة في علم الأجنة | -- | ١ | -- | ١ | ٢ | ١ | ٢ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح٢٠٥ | مقدمة في علم وظائف الأعضاء | -- | ١ | -- | ١ | ٢ | ١ | ٢ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٢٣٠ | كيمياء عضوية عملية (١) | ك ١٠١ | ١ | -- | -- | ٦ | -- | ٢ | ٦٠ | -- | ٤٠ | -- | ١٠٠ | |
| ك ٢٣١ | كيمياء عضوية فيزيائية (١) | ك ١٠١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ٢٤١ | ديناميكا حرارية | ك ١٠٢ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ح ٢٧٧ | أسس الكيمياء الحيوية (١) | ك١٠١ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ر٢١٣ | رياضيات بحتة | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ر٢١٩ | معادلات فرقية | ر١١١ | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ٢٠٢ع - ٢١٠ع | مواد ثقافية (اختيار مقرر واحد) | -- | ١ | -- | ٢ | -- | -- | ٢ | -- | -- | -- | ١٠٠ | -- | متطلب جامعة |
| **المجموع** | | | **٧** | **١** | | | | **١٧** | | | | | **٧٠٠** | |
| **مجموع الفصلين** | | | **١٣** | **٢** | | | | **٣٤** | | | | | **١٤٠٠** | |

---

## برنامج الكيمياء والحيوان - المستوى الثالث - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ح٣٠١ | علم وظائف الأعضاء (١) | ح٢٠٥ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح٣٠٢ | علم الأجنة المقارن | ح٢٠٤ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٣١٢ | أسس التحليل الكيميائي (٢) | ك ١٠٢ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٣٢٤ | الكيمياء التناسقيه وكيمياء العناصر الانتقالية | ك ٢٢١ | ١ | -- | ٢ | ٣ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٣٣٨ | أطياف المركبات العضوية | ك ٢٣١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ر ٣٣٠ | إحصاء حيوى | -- | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ع ب٣٠٩ | بيئة وفونا مصرية | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ح ٣٠٣ | البيولوجيا الإشعاعية وتطبيقاتها | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| **المجموع** | | | **٦** | **١** | | | | **١٨** | | | | | **٧٠٠** | |

---

## برنامج الكيمياء والحيوان - المستوى الثالث - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ح٣٠٦ | تشريح و تصنيف حشرات | -- | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح٣٠٧ | أحياء مائية | ح٢٠٢ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح٣٠٨ | طفيليات | -- | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٣٢٣ | آلية التفاعلات غير العضوية -- مقدمة في الكيمياء غير العضوية الحيوية | ك٢٢١ | ١ | -- | ٢ | ٣ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٣٤٣ | كيمياء حركية | ك١٠٢ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ٣٣٣ | كيمياء عضوية تطبيقية | ك ١٠١ | -- | ١ | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ك ٣٣٤ | كيمياء الأصباغ والألياف | -- | -- | ١ | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| **المجموع** | | | **٥** | **١** | | | | **١٦** | | | | | **٦٠٠** | |
| **مجموع الفصلين** | | | **١١** | **٢** | | | | **٣٤** | | | | | **١٣٠٠** | |

---

## برنامج الكيمياء والحيوان - المستوى الرابع - الفصل الدراسي الأول

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ح٤٠١ | مشروع بحث ومقال | -- | ١ | -- | ١ | -- | -- | ١ | -- | ١٠ | ١٠ | ٣٠ | ٥٠ | |
| ح٤٠٢ | أجنة تجريبي | ح٢٠٤ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح٤٠٣ | علم وظائف الأعضاء (٢) | ح٢٠٥ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك ٤١٥ | طرق الفصل والتحليل الطيفي (١) | ك ١٠٢ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ٤٣٧ | كيمياء البوليمر والبترول والبتروكيماويات | ك ٢٣١ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ٤٤٢ | الكيمياء الفيزيائية للسوائل وللمحاليل -- الغرويات | ك ١٠٢ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ح ٤٧٤ | كيمياء الشقوق الحرة ومضادات الاكسده | ك١٠١ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ح٤٠٦ | علاقات بيولوجية وسلوك حيوان | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ح٤٠٧ | علم السموم | -- | -- | ١ | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| **المجموع** | | | **٧** | **١** | | | | **١٧** | | | | | **٧٥٠** | |

---

## برنامج الكيمياء والحيوان - المستوى الرابع - الفصل الدراسي الثاني

| كود المقرر | اسم المقرر | متطلبات المقرر | إجباري | اختياري | نظري | عملي تطبيقي | تمرينات تطبيقية | المعتمدة | عملي | شفهي | تطبيقي/فصلي | نظري | المجموع | ملاحظات |
|------------|------------|----------------|--------|---------|------|-------------|-----------------|----------|------|------|-------------|------|---------|---------|
| ح٤٠٨ | مناعة وبيولوجيا جزيئية | ح١٠١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ح٤١٠ | تشريح مقارن وتطور | ح٢٠٣ | ١ | -- | ٢ | ٢ | -- | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ح٤١٤ | بيولوجيا الخلية و كيمياء الأنسجة | ح١٠١ | ١ | -- | ٢ | ٢ | ١ | ٣ | ٢٠ | ١٠ | ١٠ | ٦٠ | ١٠٠ | |
| ك٤٠١ | مشروع بحث ومقال | -- | ١ | -- | ١ | -- | -- | ١ | -- | ١٠ | ١٠ | ٣٠ | ٥٠ | |
| ك ٤٢٤ | الكيمياء العناصر الإنتقاليه الداخلية وروابط المتراكبات (١) | ك٢٢١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ٤٣٦ | كيمياء المنتجات الطبيعية والمركبات غير متجانسة الحلقة | ك٢٣١ | ١ | -- | ٢ | -- | ١ | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ٤٤٥ | كيمياء السطوح والحفز (١) | ك ٢٤١ | ١ | -- | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | |
| ك ٤١٢ | كيمياء البيئة وتطبيقات النانو (١) | ك١٠٢ | -- | ١ | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| ك ٤١٤ | مقرر خاص في الكيمياء التحليلية | -- | -- | ١ | ٢ | -- | -- | ٢ | -- | ١٠ | ٢٠ | ٧٠ | ١٠٠ | اختيار مقرر واحد |
| **المجموع** | | | **٧** | **١** | | | | **١٧** | | | | | **٧٥٠** | |
| **مجموع الفصلين** | | | **١٤** | **٢** | | | | **٣٤** | | | | | **١٥٠٠** | |

---

